storyID,story,flag
e801e36f-2be3-4991-baf8-ca9e06a26920,"['Today Murray went to the dog pound.', 'Murray was looking for a certain kind of dog.', 'Murray really wanted a beagle.', 'Just as Murray thought he had seen all the dogs, Murray saw Chip.', 'Murray instantly knew Chip was the beagle Murray wanted.']",1
11cd1215-a617-45a0-ad5a-b8a2388d18a3,"['Lucy was going to Blockbuster to rent movies.', 'Lucy had talked her grandma into driving Lucy there.', 'There was an older boy working there Lucy had a crush on.', 'She wanted to impress the older boy but looking older.', 'The only problem was lip gloss was the only makeup Lucy could wear.']",1
079138e8-e6e5-4c63-834a-4b4932275069,"['Kate was at a gas station on the highway.', 'Kate went in to get Advil.', 'But they also had earbuds which Kate needed terribly.', 'The earbuds were both low quality, and expensive.', 'But they were better than nothing so Kate bought them anyway.']",1
565d48f7-3460-4594-8737-7542aedabdc5,"['Mary needed to find a dress to wear to her high school prom.', ""Mary went to many stores and couldn't find a dress Mary liked."", 'Finally, Mary found a blue dress that looked very pretty.', ""On prom night, everyone commented on how lovely Mary's dress looked."", 'Mary felt happy that Mary had such a nice dress.']",1
d7548de3-5e90-4943-a51a-48e0a07b7dbc,"['Neil was ending his visit to Germany.', 'Neil decided his last sight would be the Black Forest.', 'Neil took a train ride to the beautiful location.', 'Neil thought of the German fairy tales set here.', 'Neil thought the forest was spooky, but beautiful nonetheless!']",1
0b4a0368-5f56-43d7-bc26-a992734f6323,"['Dawn and Joyce went for a walk.', ""It wasn't long till it started raining hard."", 'Dawn and Joyce took off running to the house.', 'Dawn and Joyce got so cold and wet.', 'Dawn and Joyce had to change their clothes.']",1
6e5fe34a-9aaa-4f4f-937a-664e8940b947,"['Stacy was a straight A student.', 'Stacy was never good at sports however.', ""Stacy had to join a team for Stacy's college applications."", 'Stacy joined the soccer team and tried to not do much.', ""The coach knew Stacy's plan and placed Stacy on the bench the whole season.""]",1
bb669de4-490b-48d8-9811-f81ce446f67a,"['Tim got a new cat.', 'The cat always ran from Tim.', 'Tim bought a bright ball of yarn.', 'The cat was curious.', ""Then Tim and Tim's cat played with the yarn together.""]",1
c90d2d53-b89e-456a-b621-03e80d6700db,"['Annie remembered standing at this same quilt show last year.', 'This time around, Annie had a quilt on display.', 'Annie reflected on all Annie had experienced and accomplished.', 'The judging had just finished.', 'Annie had earned an honorable mention ribbon.']",1
12520171-c4a7-4d9b-b44b-e79999176f71,"['Tina had a paper due in two hours.', 'Only problem was Tina did not start it yet.', 'Tina then worked very hard for those two hours.', ""To Tina's delight Tina got a great grade in the end."", 'Tina could not believe it.']",1
664f05e0-4cec-484e-acc0-35eaa13d83ab,"['Tiffany bought Christmas gifts for her two nieces.', ""Tiffany brought them to her family's Christmas get together."", 'One of the presents was a piano mat, the other a play guitar.', 'The nieces fought over the piano mat and started crying and screaming.', ""Tiffany basically ruined the Christmas get together with Tiffany's mistake.""]",1
f0d67996-0b4f-430a-9792-fea39fdf1fd2,"['Jamie works almost 7 days a week at his job.', 'The only thing Jamie has ever wanted was a Jeep Wrangler.', 'Jamie went home after work on his birthday, his wife was waiting for him.', ""Jamie's wife stood beside a brand new Jeep with a giant bow on it!"", ""Jamie was so excited, Jamie couldn't wait to go for a ride with Jamie's wife.""]",1
41c8cd8b-78f9-4fa9-ab18-57faf821a3c1,"['Lisa turned thirty-five last weekend.', ""Lisa's friends threw Lisa surprise birthday party."", 'Everyone that was close to Lisa attended.', 'The party became a little too loud and police were called.', 'Lisa will never forget this birthday party.']",1
7710b48a-1591-49fb-9094-4b710e225b73,"['John was alone and did not know what to do.', 'John decided to make a snowman.', 'John gave the snowman a cool hat.', 'Then John gave the snowman a huge smile.', 'At last John did not feel alone anymore!']",1
2e9451f1-751b-4aaa-a4ac-5353c1cd92b6,"['John realized he had a midterm exam tomorrow.', 'John had not studied one bit for this exam.', 'John started cramming for the exam.', 'John studied for hours into the night.', ""John barely passed John's midterm that morning.""]",1
c46e01a2-f92d-4e81-911a-7a3ab81d16e1,"['Jeremy went to his parents house to gather things from his childhood.', 'In the basement Jeremy found old jars of playdough.', 'Jeremy tried to play with it but they were solid as a rock.', 'Jeremy threw the jars away in the trash.', 'Jeremy went home and bought fresh playdough to replace the old stuff.']",1
6a933e5a-0843-487b-aa69-38cbe464c939,"['Billy was walking in the grass barefoot.', 'Billy got a thorn in his foot.', 'Billy screamed in pain.', ""Billy tried to get it out but Billy couldn't."", ""Billy's mother finally pulled it out with tweezers.""]",1
5fa018f9-5d3b-448d-9f6b-7a497e845727,"['Kate watched the lotto drawing and checked her ticket.', 'Kate was shocked to find that Kate had won!', ""Kate rushed to the lottery office to claim Kate's winnings."", 'But there, Kate learned that Kate had heard the number wrong.', 'Kate had not won the jackpot after all.']",1
3b8c88cd-5237-449a-8715-acbf58513355,"['Brent was in love with joanna', ""Joanna's family did not like Brent but they felt Brent was not a good man."", 'One day brent helped Joanna sneak out of the house but Joanna got caught.', 'Brent was no longer allowed to see Joanna but Brent knew Brent was wrong.', 'joanna eventually met a good man and got married.']",1
7e0d61d6-ac6d-47a4-9c6c-2d9c72a64242,"['Everytime Heather slept she would wake up feeling tired.', ""Heather's mattress was old and lumpy."", 'Heather decided Heather was in desperate need to buy a new mattress.', 'Heather needed to work more to save up some money to be able to buy.', 'Heather eventually bought a new one, afterwards Heather slept so well.']",1
28b10018-560b-4c20-8e4e-e9a10f7caa29,"['Tonya was out shopping with her little girl, Kelsie.', 'Kelsie saw a bike Kelsie wanted and Tonya agreed to buy it.', ""Kelsie couldn't wait to get home to ride Kelsie's bike up and down the street."", 'When Tonya was ready to pay for it, Tonya was ten dollars short.', 'The person in line behind Tonya paid for the bike and Tonya cried.']",1
21e9a41e-aac4-4af2-b3f7-073267fb4ca0,"['Julie was looking for some extra spending money.', 'Julie decided to open up a lemonade stand.', ""To Julie's delight the stand became quite popular."", 'The neighbors wanted to get a taste.', 'At the end of the day Julie made 100 dollars.']",1
3fbb98b9-9f97-4aad-8425-ee89d6ad44f8,"['Jericho was a miniature schnauzer my cousin owned.', ""One day my cousin's gate blew open in a bad wind storm."", ""My cousin came home to find Jericho gone from my cousin's yard."", 'All evening long my cousin searched for Jericho but to no avail.', 'The next morning when my cousin woke up Jericho was laying on the porch.']",1
ea9924b5-ff97-48ea-a204-dd0937bb647a,"['Betty wanted to lose weight.', 'Betty tried dieting, but that failed.', ""Betty was unable to give up Betty's favorite sweets ."", 'Then Betty had a better idea!', 'Betty began walking an hour a day and lost 25 pounds quickly.']",1
5c9d9855-03fc-427e-b9d3-d9493209dff6,"['Corey got a new job which brought more stress than he was used to.', 'Corey wanted to keep working but needed a way to deal with the stress.', ""Corey's friend suggested that Corey start practicing meditation."", 'Corey researched meditation techniques and found one that worked.', 'Corey became much less stressed and was happy to keep working.']",1
922b9f29-fd88-4cdb-8ba4-06606e263f91,"['James was playing video names when he got a bloody nose.', ""The blood came out quickly, staining James' jeans."", 'When the bleeding stopped James was left to deal with the mess.', ""Nothing seemed to get the blood out of James' pants."", ""Luckily, James' mom took the pants and somehow fixed them.""]",1
c61bc146-ab05-4c2c-8a0c-29f36d1f580d,"[""It was Sue's time to renew her cell phone contract."", 'Sue was excited about getting the latest phone.', 'Sue went into the store and found the phone Sue wanted.', ""With a new contract Sue's phone was only one dollar."", 'Sue happily paid the one dollar and got a new phone case too.']",1
32ab29e0-51f4-402e-a3f6-ecf9eabb9814,"['Doug is drunk.', ""Doug argues with Doug's son."", ""Doug fights with Doug's son."", ""Doug bloodies the face of Doug's son."", ""Doug gets arrested for Doug's violence.""]",1
a321d8b3-3f6d-4da1-a469-812bf4ee5369,"['John was a graphic designer.', 'John decided to use his skills to make phoney coupons.', 'John took them to the supermarket and handed them to the cashier.', ""The coupons made everything in John's cart free."", 'The cashier did not suspect John and accepted all of the coupons.']",1
d229c57e-4f29-428c-abaa-bc084b50e649,"['Kelly took her sled to the top of the snow-covered hill in the park.', 'Kelly carefully laid on her belly on the sled.', 'Slowly, Kelly pushed herself over the crest of the hill.', 'The sled quickly picked up speed as Kelly glided down the hill.', 'Kelly laughed all the way to the bottom.']",1
3ac312fb-ae5d-4d25-bc31-3077d6460067,"['Gina wanted a brand new desk like the new boy in her class.', 'Gina wanted to ask her teacher, but Gina was helping another student.', 'As Gina waited, other students were discussing the new desk.', ""Gina hadn't realized anyone else felt the same way Gina did."", ""Gina knew if Gina didn't ask first, Gina wouldn't be getting a new desk.""]",1
8a56b943-26b1-49de-b845-4a7d56236cb9,"['Ted had finals coming up.', 'Ted knew that Ted did not study enough this semester.', 'Ted stayed up all late all week studying.', 'When test day came around Ted was so tired Ted slept all day.', 'Ted failed all his test, and had to retake all his classes.']",1
541efb12-b331-4525-afe1-5422ff33a1ca,"['Samuel was at a diner with his friend John.', 'Samuel ordered a hamburger without onions.', 'The waiter ended up bringing Samuel a hotdog.', 'Samuel became angry and reprimanded the waiter.', ""The waiter timidly brought Samuel John's correct order.""]",1
75bb9f70-bc8b-42ea-a1f9-2ed1c660704d,"['Kim had an online diary that she wrote in daily.', 'Kim was very candid and put everything in the diary.', 'One day, Kim was very mad at her boss and wrote about it.', ""Kim soon realized that Kim was not in Kim's diary, but on Facebook!"", ""Everyone saw Kim's post and Kim was fired the next day!""]",1
448d3229-9c27-41fe-bbe0-16650d10844f,"['Bobby got into the cheese puffs.', ""Bobby's mother told Bobby to wait until after dinner, but Bobby couldn't."", ""Bobby thought Bobby'd gotten away with it."", ""Then Bobby realized Bobby had bright orange cheese all over Bobby's fingers."", ""Bobby's mother didn't let Bobby have dessert that night as punishment.""]",1
5623cfff-caa2-4bb9-aa67-ea5051fbae49,"['Fernando wanted to capture the majestic beauty of the Alps.', 'Fernando bought a ticket to go up the mountain.', ""On top, it was so cold that Fernando's hands were shaking."", ""When it was time to take the pictures Fernando wanted, Fernando couldn't."", 'Fernando all came shaky and unfocused.']",1
2c98b83f-5ad0-4cd6-b168-244cba5ea2f4,"['Lucy was eating in the dark.', 'Lucy was depressed.', 'Lucy ate cold chicken and went to bed.', 'Lucy left the bones and the crumbs on the table.', ""The next day Lucy's grandma scolded Lucy for leaving a mess.""]",1
27738fa2-fd7a-4328-806e-fbb57aa773b5,"['Kelly liked the boy that sat next to her in class.', 'Kelly decided to ask the boy out one day.', ""The boy told Kelly that he wasn't interested, but the boy was just shy."", 'After a week the boy told Kelly the truth and the boy went out.', 'Kelly and the boy are now dating and Kelly and the boy are both happy.']",1
19f48bf0-6dc4-49f8-9ccd-b61e29557742,"[""Holly had always wanted to pursue a Master's in Public Health."", 'Holly worked hard academically to maintain a good grade point average.', 'Holly also interned with the local Health Department to gain experience.', ""During Holly's senior year Holly was able to apply to graduate schools."", ""Holly's internships and grades earned Holly a spot in graduate school!""]",1
1ca6a1c9-9e25-4bbb-bda3-2208faac2909,"['Tom wanted to buy a gun.', 'Tom decided to go to the shooting range.', 'Tom figured it would be a good place to learn about guns.', 'Everyone Tom talked to was an idiot.', ""It made Tom rethink Tom's gun culture.""]",1
fe2d34a9-b586-4c7b-ab61-528fdf25c9a8,"[""Lagertha didn't like being told what to do."", ""Lagertha's mother told Lagertha to clean Lagertha's room."", ""Lagertha refused, and went outside to play with Lagertha's friends."", 'When Lagertha returned at dusk, there was candy and roast lamb to eat.', ""Lagertha's mother forbid her to have any though, and sent her to her room.""]",1
704efd54-8a06-4c65-9d94-bdd22fb99639,"[""Gina's mom had been slowly packing her mother's things."", ""Gina's mom was taking her mother to Minnesota with Gina's mom."", ""Gina helped Gina's mom every once in awhile."", 'Today Gina had nothing else to do.', 'Gina decided to spend 3 hours helping with the packing.']",1
6661f7b7-022f-4c95-9bbe-a4f7b95c486c,"['Nellie fell asleep on the sand at the beach.', 'Nellie dozed peacefully for a few hours.', 'But when Nellie woke, Nellie panicked.', 'Nellie was covered head-to-toe in heavy wet sand!', ""Nellie's little brother had buried Nellie in sand while Nellie slept!""]",1
72c6dd2a-686f-4b53-af96-5b99e6d7870d,"['Last summer was incredibly hot.', ""My friend Dalton spent almost the whole summer in Dalton's house."", 'There was one day where Dalton spent all day at my house though.', ""It was the day that Dalton's air conditioner broke."", ""I sort of wish Dalton's air conditioner had broken more often.""]",1
090e0301-a098-4cf9-8a9a-291f09225143,"['Frank was a pitcher for a MLB team.', 'But last season Frank got hurt and had to receive Tommy John surgery.', 'Frank was scared Frank would not pitch again.', 'But after a year and a half Frank came back to pitch again.', 'Frank was once again a pitcher for a MLB team.']",1
18552f96-8d95-4833-b73d-50d48023e362,"['Daniel loves filling the bird feeders at his home.', 'Daniel enjoys seeing the wide variety of birds that they attract.', 'The birds glare at Daniel through the window if they are not fed.', 'When Daniel fills the feeders, the birds alert their friends by chirping.', 'After fresh food is supplied, Daniel loves seeing the birds so happy.']",1
bdf0ac96-49d8-4fb0-b012-288bf5fe8643,"['Alex was told by his parents to not mess with their computer at all.', ""One day when Alex's parents had to run errands Alex was left at home."", ""Alex decided to go on Alex's parents computer since Alex's parents weren't home."", ""Alex ended up messing up his parents' passwords."", ""Alex's parents came home and saw what Alex had done they grounded Alex.""]",1
bec054f6-9878-4212-ad1d-ec752f773896,"['Tom never really drank coffee.', 'One morning Tom was feeling especially lethargic.', 'A friend offered Tom a cup of coffee.', 'Tom drank it too fast.', 'It gave Tom energy but also made Tom feel sick.']",1
5b48d2f0-fbf0-4c1b-ab65-2c22392a1174,"['Anna went on a class trip.', 'Anna went to Thailand and Malaysia.', 'Anna had jet lag, but quickly overcame it.', 'Then Anna explored the sights with her classmates.', 'Anna had an amazing time!']",1
fbc21f05-5352-410f-af3d-565e5084ecd0,"['Sarah loves the winter.', ""One of Sarah's favorite things about this time is the trees."", 'Sarah loves watching the snow pile on the branches.', 'Sarah stared out the window all winter.', 'Sarah is a peaceful person because of it.']",1
2032a179-be89-4bfe-a0e9-8559607458fe,"['Lisa had a house cat Ruffles.', 'Ruffles always stayed inside.', 'One day Ruffles wanted to go outside.', 'Ruffles walked out.', 'Luckily Lisa caught Ruffles in time.']",1
53f498b0-7284-4394-8f99-23c08e91d005,"['Nina went mountain hiking.', 'Nina made it halfway up the mountain.', 'The sky began to get dark as dusk set in.', 'Suddenly Nina noticed the beautiful sunset.', 'Nina felt inspired and encouraged to continue on the hike.']",1
2fa75a82-2460-4a05-920e-bd2a7e057f71,"['Bill worked at a bank as a loan officer.', 'Bill embezzled a large amount of money from the bank.', 'Bank auditors discovered the discrepancy.', 'Bill was convicted and sent to prison.', ""The authorities never found Bill's money.""]",1
cd673623-c39f-494c-8bb6-d56f37d78e0e,"['Lisa was a phenomenal athlete.', 'Lisa won a gold medal in the Olympics.', 'Lisa was training to compete in the next Olympics as well.', ""Every day after practice, Lisa'd look at Lisa's gold medal."", 'Lisa was determined to win another one.']",1
fe4a54be-7202-460f-b288-61b796280347,"[""Ellie's grandmother told her to get one teaspoon of cinnamon."", 'Ellie carefully measured it before giving it to her grandmother.', 'Ellie and her grandmother finished the cookies.', 'When Ellie had one Ellie realized there was a problem.', ""Ellie had given Ellie's grandmother red pepper instead of cinnamon!""]",1
96182a41-7dd8-43cb-9561-76184ef14c2d,"[""Donna's son kept getting into trouble and was suspended from school."", ""Donna's son eventually had to spend a month in juvenile detention."", ""That month made a huge change in Donna's son's attitude."", ""Donna's son graduated from high school on time and found a full-time job."", ""Donna is very relieved at the turnaround Donna's son has made.""]",1
9d3d2a88-c080-4047-aae5-e2031f67122f,"['Anna wanted to make pasta for dinner.', ""Anna set Anna's noodles to boil."", 'But Anna forgot to watch her noodles!', 'By the time Anna remembered, it was too late.', ""The Anna's noodles were overcooked and mushy.""]",1
65cd8b07-015f-494f-b181-e4d28a416b3f,"['Ray worked in the fashion industry.', 'Every season, Ray needs a new suit to keep up with style.', 'Last autumn, Ray tried a suit that was radical looking.', ""Ray knew it was a risk to wear it in Ray's industry."", 'The risk paid off, and Ray started a new trend altogether.']",1
ddf04635-dfb7-4732-b95a-4a720f3100f4,"['Randy was eating his favorite steak.', 'While eating Randy felt a pain in his chest.', 'Randy grabbed his chest and fell to the floor.', ""Randy's kids came over to check on Randy."", 'They rushed Randy to the hospital where Randy made a full recovery.']",1
bd013c57-c545-490e-8a2b-244e60bcbc59,"['Tim was allergic to peanuts.', 'Tim was out eating at a restaurant.', ""Tim asked them if there were any in Tim's food."", ""They told Tim there wasn't but Tim still had an allergic reaction."", 'Tim is now suing the restaurant for medical costs.']",1
8f65ecad-097b-4dd9-b321-d251116bf40f,"['Gina prepared food for the family.', 'Gina cooked lasagna, grilled chicken and garlic bread.', ""As soon as we started to eat, Gina's mom became nauseous."", 'Afterwards, everyone started to feel queasy.', 'Gina eventually threw away the food and ordered Chinese food.']",1
